bloque_tiempo,hora_post_evento,zona_origen,zona_destino,tipo_destino,nuevos_desplazados_media,ic95_inferior,ic95_superior
7,42,Z2,Z1,otra_zona,198.33333333333334,174.16666666666666,225.0
7,42,Z2,Z2,refugio_oficial,569.1666666666666,527.5,610.8333333333334
7,42,Z2,Z3,otra_zona,190.0,166.66666666666666,212.52083333333323
7,42,Z2,Z4,otra_zona,201.66666666666666,177.5,225.85416666666657
7,42,Z2,Z5,otra_zona,192.5,165.0,219.16666666666666
7,42,Z3,Z1,otra_zona,201.66666666666666,171.66666666666666,232.5
7,42,Z3,Z2,otra_zona,200.0,169.16666666666666,232.5
7,42,Z3,Z3,refugio_oficial,1876.6666666666667,1791.6666666666667,1959.1666666666667
7,42,Z3,Z4,otra_zona,191.66666666666666,165.0,218.35416666666657
7,42,Z3,Z5,otra_zona,177.5,150.83333333333334,205.83333333333334
7,42,Z4,Z1,otra_zona,184.16666666666666,155.83333333333334,215.83333333333334
7,42,Z4,Z2,otra_zona,193.33333333333334,161.66666666666666,221.66666666666666
7,42,Z4,Z3,otra_zona,165.0,145.83333333333334,185.83333333333334
7,42,Z4,Z4,refugio_oficial,397.5,366.6666666666667,424.1666666666667
7,42,Z4,Z5,otra_zona,195.0,170.83333333333334,221.66666666666666
7,42,Z5,Z1,otra_zona,168.33333333333334,141.66666666666666,197.5
7,42,Z5,Z2,otra_zona,171.66666666666666,145.83333333333334,197.5
7,42,Z5,Z3,otra_zona,166.66666666666666,147.5,186.66666666666666
7,42,Z5,Z4,otra_zona,151.66666666666666,129.97916666666666,172.5
7,42,Z5,Z5,refugio_oficial,2215.0,2131.6666666666665,2295.0
8,48,Z1,Z1,refugio_oficial,1230.8333333333333,1175.8333333333333,1285.0
8,48,Z1,Z2,otra_zona,213.33333333333334,182.5,245.83333333333334
8,48,Z1,Z3,otra_zona,230.0,201.66666666666666,257.5
8,48,Z1,Z4,otra_zona,225.83333333333334,199.97916666666666,252.52083333333323
8,48,Z1,Z5,otra_zona,234.16666666666666,205.83333333333334,261.6666666666667
8,48,Z2,Z1,otra_zona,168.33333333333334,145.83333333333334,191.66666666666666
8,48,Z2,Z2,refugio_oficial,444.1666666666667,404.1666666666667,483.3333333333333
8,48,Z2,Z3,otra_zona,170.83333333333334,154.16666666666666,188.33333333333334
8,48,Z2,Z4,otra_zona,163.33333333333334,139.16666666666666,185.83333333333334
8,48,Z2,Z5,otra_zona,171.66666666666666,148.33333333333334,194.16666666666666
8,48,Z3,Z1,otra_zona,172.5,151.66666666666666,195.83333333333334
8,48,Z3,Z2,otra_zona,198.33333333333334,176.66666666666666,221.66666666666666
8,48,Z3,Z3,refugio_oficial,1625.8333333333333,1555.0,1698.3333333333333
8,48,Z3,Z4,otra_zona,187.5,164.16666666666666,209.16666666666666
8,48,Z3,Z5,otra_zona,200.83333333333334,173.33333333333334,230.83333333333334
8,48,Z4,Z1,otra_zona,174.16666666666666,152.5,196.66666666666666
8,48,Z4,Z2,otra_zona,143.33333333333334,119.97916666666667,169.16666666666666
8,48,Z4,Z3,otra_zona,147.5,129.16666666666666,165.83333333333334
8,48,Z4,Z4,refugio_oficial,306.6666666666667,269.1666666666667,345.8333333333333
8,48,Z4,Z5,otra_zona,137.5,122.5,153.33333333333334
8,48,Z5,Z1,otra_zona,131.66666666666666,113.33333333333333,150.0
8,48,Z5,Z2,otra_zona,162.5,139.97916666666666,186.66666666666666
8,48,Z5,Z3,otra_zona,140.83333333333334,120.0,162.5
8,48,Z5,Z4,otra_zona,149.16666666666666,128.33333333333334,167.5
8,48,Z5,Z5,refugio_oficial,2108.3333333333335,2028.3333333333333,2190.8333333333335
9,54,Z1,Z1,refugio_oficial,1047.5,990.8333333333334,1105.8333333333333
9,54,Z1,Z2,otra_zona,195.83333333333334,172.5,220.0
9,54,Z1,Z3,otra_zona,184.16666666666666,163.33333333333334,206.66666666666666
9,54,Z1,Z4,otra_zona,184.16666666666666,160.83333333333334,208.33333333333334
9,54,Z1,Z5,otra_zona,190.0,165.8125,215.0
9,54,Z2,Z1,otra_zona,140.83333333333334,124.16666666666667,157.5
9,54,Z2,Z2,refugio_oficial,407.5,381.6666666666667,433.3333333333333
9,54,Z2,Z3,otra_zona,132.5,115.83333333333333,149.16666666666666
9,54,Z2,Z4,otra_zona,129.16666666666666,111.66666666666667,146.66666666666666
9,54,Z2,Z5,otra_zona,163.33333333333334,142.5,185.0
9,54,Z3,Z1,otra_zona,150.0,128.33333333333334,174.16666666666666
9,54,Z3,Z2,otra_zona,175.0,157.5,193.33333333333334
9,54,Z3,Z3,refugio_oficial,1432.5,1366.6458333333335,1497.5
9,54,Z3,Z4,otra_zona,173.33333333333334,146.66666666666666,201.66666666666666
9,54,Z3,Z5,otra_zona,180.83333333333334,155.8125,206.66666666666666
9,54,Z4,Z1,otra_zona,106.66666666666667,88.33333333333333,126.66666666666667
9,54,Z4,Z2,otra_zona,142.5,117.5,170.0
9,54,Z4,Z3,otra_zona,116.66666666666667,96.66666666666667,137.5
9,54,Z4,Z4,refugio_oficial,246.66666666666666,216.66666666666666,278.3541666666665
9,54,Z4,Z5,otra_zona,105.83333333333333,89.14583333333334,122.5
9,54,Z5,Z1,otra_zona,110.83333333333333,94.16666666666667,128.33333333333334
9,54,Z5,Z2,otra_zona,135.83333333333334,118.33333333333333,153.33333333333334
9,54,Z5,Z3,otra_zona,135.0,114.16666666666667,156.66666666666666
9,54,Z5,Z4,otra_zona,140.0,121.66666666666667,158.35416666666657
9,54,Z5,Z5,refugio_oficial,1886.6666666666667,1824.1666666666667,1951.6875
10,60,Z1,Z1,refugio_oficial,941.6666666666666,889.1666666666666,996.6666666666666
10,60,Z1,Z2,otra_zona,158.33333333333334,134.16666666666666,183.35416666666657
10,60,Z1,Z3,otra_zona,160.0,138.33333333333334,184.1874999999999
10,60,Z1,Z4,otra_zona,149.16666666666666,129.16666666666666,170.0
10,60,Z1,Z5,otra_zona,159.16666666666666,140.0,180.83333333333334
10,60,Z2,Z1,otra_zona,102.5,83.33333333333333,121.66666666666667
10,60,Z2,Z2,refugio_oficial,299.1666666666667,270.8333333333333,328.3541666666665
10,60,Z2,Z3,otra_zona,107.5,89.14583333333334,128.33333333333334
10,60,Z2,Z4,otra_zona,110.83333333333333,91.66666666666667,129.16666666666666
10,60,Z2,Z5,otra_zona,101.66666666666667,83.33333333333333,122.5
10,60,Z3,Z1,otra_zona,138.33333333333334,116.66666666666667,161.66666666666666
10,60,Z3,Z2,otra_zona,161.66666666666666,138.33333333333334,185.0
10,60,Z3,Z3,refugio_oficial,1286.6666666666667,1216.6458333333335,1356.6875
10,60,Z3,Z4,otra_zona,161.66666666666666,140.83333333333334,183.33333333333334
10,60,Z3,Z5,otra_zona,131.66666666666666,110.0,154.16666666666666
10,60,Z4,Z1,otra_zona,85.83333333333333,74.16666666666667,97.5
10,60,Z4,Z2,otra_zona,79.16666666666667,64.16666666666667,94.16666666666667
10,60,Z4,Z3,otra_zona,100.0,85.83333333333333,115.0
10,60,Z4,Z4,refugio_oficial,180.83333333333334,162.5,199.16666666666666
10,60,Z4,Z5,otra_zona,89.16666666666667,75.83333333333333,102.52083333333321
10,60,Z5,Z1,otra_zona,110.0,91.66666666666667,129.1874999999999
10,60,Z5,Z2,otra_zona,132.5,114.16666666666667,150.83333333333334
10,60,Z5,Z3,otra_zona,98.33333333333333,85.0,111.66666666666667
10,60,Z5,Z4,otra_zona,114.16666666666667,98.3125,130.02083333333323
10,60,Z5,Z5,refugio_oficial,1688.3333333333333,1617.5,1764.1875
11,66,Z1,Z1,refugio_oficial,810.8333333333334,752.5,871.6874999999999
11,66,Z1,Z2,otra_zona,154.16666666666666,134.14583333333331,176.66666666666666
11,66,Z1,Z3,otra_zona,131.66666666666666,115.83333333333333,147.5
11,66,Z1,Z4,otra_zona,137.5,119.16666666666667,155.83333333333334
11,66,Z1,Z5,otra_zona,138.33333333333334,118.33333333333333,160.0
11,66,Z2,Z1,otra_zona,83.33333333333333,68.33333333333333,98.33333333333333
11,66,Z2,Z2,refugio_oficial,236.66666666666666,211.66666666666666,260.8333333333333
11,66,Z2,Z3,otra_zona,85.83333333333333,70.0,102.5
11,66,Z2,Z4,otra_zona,92.5,77.5,106.66666666666667
11,66,Z2,Z5,otra_zona,81.66666666666667,65.0,98.33333333333333
11,66,Z3,Z1,otra_zona,123.33333333333333,103.33333333333333,144.1874999999999
11,66,Z3,Z2,otra_zona,105.83333333333333,88.33333333333333,123.33333333333333
11,66,Z3,Z3,refugio_oficial,1095.0,1047.5,1146.6666666666667
11,66,Z3,Z4,otra_zona,113.33333333333333,95.0,131.6874999999999
11,66,Z3,Z5,otra_zona,116.66666666666667,99.16666666666667,134.16666666666666
11,66,Z4,Z1,otra_zona,65.0,51.666666666666664,80.0
11,66,Z4,Z2,otra_zona,66.66666666666667,51.666666666666664,82.5
11,66,Z4,Z3,otra_zona,65.83333333333333,51.666666666666664,82.5
11,66,Z4,Z4,refugio_oficial,145.0,126.66666666666667,164.16666666666666
11,66,Z4,Z5,otra_zona,92.5,75.0,109.16666666666667
11,66,Z5,Z1,otra_zona,96.66666666666667,80.83333333333333,111.66666666666667
11,66,Z5,Z2,otra_zona,112.5,96.66666666666667,128.33333333333334
11,66,Z5,Z3,otra_zona,112.5,96.66666666666667,129.16666666666666
11,66,Z5,Z4,otra_zona,101.66666666666667,86.66666666666667,116.66666666666667
11,66,Z5,Z5,refugio_oficial,1453.3333333333333,1375.0,1528.3749999999998
12,72,Z1,Z1,refugio_oficial,644.1666666666666,599.1666666666666,690.8333333333334
12,72,Z1,Z2,otra_zona,129.16666666666666,114.16666666666667,145.0
12,72,Z1,Z3,otra_zona,97.5,78.33333333333333,117.5
12,72,Z1,Z4,otra_zona,135.0,120.83333333333333,150.83333333333334
12,72,Z1,Z5,otra_zona,140.0,116.66666666666667,165.83333333333334
12,72,Z2,Z1,otra_zona,61.666666666666664,46.666666666666664,79.16666666666667
